pdt_url,brand,pdt_name,price,rating,num_reviews,sephora_exclusive,unique_id,pdt_images,skin_type,skin_concerns,formulation,age,category
https://www.sephora.sg/products/supergoop-unseen-sunscreen-broad-spectrum-sunscreen-spf-40-pa-plus-plus-plus/v/50ml,SUPERGOOP!,Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,58,4.3,3488.0,1,SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_816218022976-Supergoop-Unseen-Sunscreen-Broad-Spectrum-Sunscreen-SPF-40-PA-50ml_c17dc4aa978d4fd7889a6c2be09dd5178a6fea63_1618646380.png,"Combination,Dry,Normal,Oily",Oiliness,Cream,"20s,30s,40s,50+,Under20",sunscreen
https://www.sephora.sg/products/shiseido-global-suncare-the-perfect-protector-spf-50-plus-slash-pa-plus-plus-plus-plus,SHISEIDO,Global Suncare The Perfect Protector SPF 50+/PA++++,65,4.5,65.0,0,SHISEIDO-Global Suncare The Perfect Protector SPF 50+/PA++++,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_729238156784-Shiseido-Global-Suncare-The-Perfect-Protector-50ml_e933219740285fa450556e0f62515a7a4a8cca3b_1581411476.png,"Combination,Dry,Normal,Oily,Sensitive","Pigmentation&DarkSpots,UnevenSkinTone",Cream,"20s,30s,40s,50+,Under20",sunscreen
https://www.sephora.sg/products/supergoop-mineral-mattescreen-spf-40-pa-plus-plus-plus,SUPERGOOP!,Mineral Mattescreen SPF 40 PA+++,63,4.2,155.0,1,SUPERGOOP!-Mineral Mattescreen SPF 40 PA+++,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_816218026127-Supergoop-Mineral-Mattescreen-SPF-40-PA-45ml_fc1d35a72d2eeb5edd9eeef6dcc0c681a1da17c1_1632731303.png,"Combination,Dry,Normal,Oily","Dullness,Oiliness,UnevenSkinTexture,VisiblePores",Cream,"20s,30s,40s,50+,Under20",sunscreen
https://www.sephora.sg/products/supergoop-play-everyday-lotion-with-sunflower-extract-broad-spectrum-sunscreen-spf-50-pa-plus-plus-plus-plus/v/532ml,SUPERGOOP!,PLAY Everyday Lotion With Sunflower Extract Broad Spectrum Sunscreen SPF 50 PA++++,94,4.2,1312.0,1,SUPERGOOP!-PLAY Everyday Lotion With Sunflower Extract Broad Spectrum Sunscreen SPF 50 PA++++,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_816218022969-Supergoop-PLAY-Everyday-Lotion-SPF-50-with-Sunflower-Extract---532-_c302e3f1d07ef0389e7363a10184b6f9f0fbc2ca_1655214058.png,"Combination,Dry,Normal,Oily","Ageing,Dryness",Lotion,"20s,30s,40s,50+,Under20",sunscreen
https://www.sephora.sg/products/supergoop-re-setting-100-percent-mineral-powder-broad-spectrum-sunscreen-spf-35-pa-plus-plus-plus/v/translucent,SUPERGOOP!,(Re)setting 100% Mineral Powder Broad Spectrum Sunscreen SPF 35 PA+++,49,4.2,442.0,1,SUPERGOOP!-(Re)setting 100% Mineral Powder Broad Spectrum Sunscreen SPF 35 PA+++,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_816218023867-Supergoop-Resetting-100-Mineral-Powder-Broad-Spectrum-Sunscreen-SPF_47e1bd460d0de94567aa70eebadaa1b4e324bd7b_1618646401.png,"Combination,Dry,Normal,Oily",UnevenSkinTexture,LoosePowder,"20s,30s,40s,50+,Under20",sunscreen
https://www.sephora.sg/products/fenty-skin-hydra-vizor-invisible-broad-spectrum-spf-30-sunscreen-moisturizer/v/50ml,FENTY SKIN,Hydra Vizor Invisible Broad Spectrum SPF 30 Sunscreen Moisturizer,61,4.4,111.0,1,FENTY SKIN-Hydra Vizor Invisible Broad Spectrum SPF 30 Sunscreen Moisturizer,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_840026647809-Fenty-Skin-Hydra-Vizor-Invisible-Broad-Spectrum-SPF-30-Sunscreen-Mo_cafffa9d5612491379a7d67eecb3e502fe3d92c3_1618235087.png,"Combination,Dry,Normal,Oily","Dryness,Dullness,FineLines&Wrinkles,Pigmentation&DarkSpots,UnevenSkinTexture,UnevenSkinTone,VisiblePores",Cream,"20s,30s,40s,50+,Under20",sunscreen
https://www.sephora.sg/products/supergoop-glowscreen-broad-spectrum-sunscreen-primer-spf-40-pa-plus-plus-plus/v/50ml,SUPERGOOP!,Glowscreen Broad Spectrum Sunscreen Primer SPF 40 PA+++,58,4.0,1657.0,1,SUPERGOOP!-Glowscreen Broad Spectrum Sunscreen Primer SPF 40 PA+++,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_816218026882-Supergoop-Glowscreen-Broad-Spectrum-Sunscreen-Primer-SPF-40-PA-50ml_1b164ee2a3a8879d06a756a759e122257c0466e7_1618646424.png,"Combination,Dry,Normal,Oily",Dryness,Cream,"20s,30s,40s,50+,Under20",sunscreen
https://www.sephora.sg/products/supergoop-glow-stick-sunscreen-spf-50-pa-plus-plus-plus-plus,SUPERGOOP!,Glow Stick Sunscreen SPF 50 PA++++,40,3.8,556.0,1,SUPERGOOP!-Glow Stick Sunscreen SPF 50 PA++++,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_816218023553-Supergoop-Glow-Stick-SPF-50---20-g-_0fd034580c0ecff637ecd8dbab76f8d226a3d7a4_1655732575.png,"Combination,Dry,Normal,Oily","Ageing,Pigmentation&DarkSpots","Balm,Oil","20s,30s,40s,50+",sunscreen
https://www.sephora.sg/products/supergoop-every-single-face-spr-shield-watery-lotion-spf-50,SUPERGOOP!,Every Single Face SPR-Shield watery lotion SPF 50,50,4.7,34.0,1,SUPERGOOP!-Every Single Face SPR-Shield watery lotion SPF 50,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_816218027360-Supergoop-Every-Single-Face-SPR-Shield-watery-lotion-50ml_e7e75c91338fe124ba14c879263a9c01da5b2180_1652238652.png,"Combination,Dry,Normal,Oily","Dullness,Pigmentation&DarkSpots,UnevenSkinTexture,UnevenSkinTone",Lotion,"20s,30s,40s,50+,Under20",sunscreen
https://www.sephora.sg/products/lancome-uv-expert-xl-shield-fresh-uv-aqua-gel,LANCÔME,UV Expert Youth-Shield™ Aqua Gel SPF50 PA++++,83,4.3,6.0,0,LANCÔME-UV Expert Youth-Shield™ Aqua Gel SPF50 PA++++,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_4935421669061-Lancome-UV-Expert-Youth-Shield-Aqua-Gel-SPF50-PA30ml_592d6a5f3d94dc3774b8cb42ffe4f781824e09c9_1601992157.png,"Combination,Dry,Normal,Oily,Sensitive","Ageing,Blemishes,Oiliness,Pigmentation&DarkSpots",Gel,"20s,30s,40s,50+",sunscreen
