pdt_url,brand,pdt_name,price,rating,num_reviews,sephora_exclusive,unique_id,desc_summary,what_it_is,what_it_does,pdt_claims,pdt_ingredients,pdt_images
https://www.sephora.sg/products/the-ordinary-natural-moisturizing-factors-plus-ha/v/100ml,THE ORDINARY,Natural Moisturizing Factors + HA,20.0,4.2,1991.0,0,THE ORDINARY-Natural Moisturizing Factors + HA,"Skin Type: Combination, Dry, Normal, Oily
Skin Concerns: Dryness, Dullness
Formulation: Cream
Skincare By Age: 20s, 30s, 40s, 50+, Under 20",A natural moisturiser to keep the outer layer of the skin protected and well-hydrated.,"This formula offers non-greasy hydration that acts as a direct topical supplement of impaired NMF components. It contains 11 amino acids, phospholipids, alpha/beta/gamma fatty acids, triglycerides, sterols and sterol esters, glycerin, ceramide precursors, urea, saccharides, sodium PCA and hyaluronic acid and offers immediate hydration and lasting results with continued use.","AHAs, Anti-oxidants, Oil-free, Paraben-free, Sulphate-free, Vitamins","Aqua (Water), Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium Pca, Pca, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin.",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_769915193657-The-Ordinary-Natural-Moisturizing-Factors-HA-100ml_187ab5543c23b011f3f1de77f085bfa0913c83f8_1639763402.png
https://www.sephora.sg/products/ole-henriksen-strength-trainer-peptide-boost-moisturizer/v/50ml,OLE HENRIKSEN,Strength Trainer Peptide Boost Moisturizer,80.0,4.5,698.0,SEPHORA EXCLUSIVE,OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,"Skin Type: Combination, Dry, Normal, Oily, Sensitive
Skin Concerns: Dryness, Fine Lines & Wrinkles, Firmness & Elasticity
Formulation: Cream
Skincare By Age: 20s, 30s, 40s, 50+, Under 20","A daily moisturiser made with peptides, amino acids, ceramides and collagen that instantly doubles hydration, boosts elasticity and improves the look of fine lines and wrinkles, while also reinforcing your skin’s moisture barrier all day.","This skin-strengthening moisturiser firms over time, deeply hydrates and helps the skin hold onto moisture better all day. With powerful ingredients, peptides, amino acids, ceramides, collagen and hyaluronic acids, it brings bounce and resiliency back to all skin types.","AHAs, Anti-oxidants, Clean at Sephora, Gluten-free, Hyaluronic Acid, Natural/Organic, Paraben-free, Peptides, Sulphate-free, Vitamins","Aqua/Water/Eau, Propanediol, Dicaprylyl Carbonate, Glycerin, Methylpropanediol,  Cetearyl  Alcohol,  Stearyl  Alcohol,Mangifera  Indica  (Mango) Seed Butter, Niacinamide, Acetyl Hexapeptide-1, Acetyl Hexapeptide-8, Acetyl Octapeptide-3, Acetyl Tetrapeptide-2, Acetyl Dipeptide-1 Cetyl Ester, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7,  Carnosine, Ceramide  Np,  Ceramide  Ap,  Ceramide  Eop, Collagen,  Serine,  Alanine,  Glycine, Glutamic Acid, Lysine Hcl, Threonine, Arginine, Proline, Hyaluronic    Acid, Sodium Hyaluronate, Linoleic Acid, Linolenic Acid, Sodium Pca, Sodium Lactate, Panthenol, Tocopherol, Tocopheryl Acetate,  Betaine, Pca, Cyanocobalamin,  Xylitol,  Anhydroxylitol, Xylitylglucoside, Sorbitan Olivate, Carbomer, Hydroxyethylcellulose,   Xanthan Gum, Cetearyl Olivate, Sorbitan   Laurate, Phytosphingosine, Cholesterol, Polysorbate 60, Butylene Glycol,  Hydroxyacetophenone,  Glycine  Soja(Soybean)  Oil,  Acrylates/C10-30  Alkyl Acrylate Crosspolymer, Polysorbate 20, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate   Crosspolymer, Dimethicone, Sodium  Phytate, Sodium Lauroyl Lactylate, Pentaerythrityl Tetra-Di-T-Butyl  Hydroxyhydrocinnamate, Leuconostoc/Radish Root Ferment Filtrate, Citric   Acid, Caprylyl Glycol,   Ethylhexylglycerin, Phenoxyethanol, Parfum/Fragrance*, Citral, Limonene, Linalool. *Naturally Derived Fragrance Per Iso Standard 16128-1",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_840026652919-Ole-Henriksen-Strength-Trainer-Peptide-Boost-Moisturizer-50ml_a45fd891a712fea8fd0d2a101e17a3240a7d02f9_1637239102.png
https://www.sephora.sg/products/fresh-rose-deep-hydration-face-cream-moisturizer/v/50ml,FRESH,Rose Deep Hydration Face Cream Moisturizer,76.0,4.6,2106.0,0,FRESH-Rose Deep Hydration Face Cream Moisturizer,"Skin Type: Combination, Dry, Normal, Oily
Skin Concerns: Dryness, Dullness
Formulation: Cream
Skincare By Age: 20s, 30s, 40s, 50+, Under 20",A best-selling hyaluronic acid moisturiser that delivers 72-hour deep hydration with strengthening damask rose extract for skin that is dewy and plumped with moisture.,"This lightweight moisturizer delivers 72-hour deep hydration in three ways. High and low molecular weight hyaluronic acids instantly and deeply hydrate while time-release technology delivers continuous hydration. Damask rose extract strengthens the skin’s barrier to lock it all in, resulting in dewy skin that’s plumped with moisture.","AHAs, Anti-oxidants, Clean at Sephora, Fragrance-free, Gluten-free, Paraben-free, Sulphate-free","Aqua (Water), Glycerin, C15-19 Alkane, Butylene Glycol, Propanediol, Isostearyl Isostearate, Hexyl Laurate, Pentylene Glycol, 1, 2-Hexanediol, Behenyl Alcohol, Steareth-2, Prunus Domestica Seed Oil, Rosa Damascena Flower Water, Rosa Damascena Extract, Rosa Damascena Flower Extract, Rosa Damascena Flower Oil, Cucumis Sativus (Cucumber) Fruit Extract, Angelica Keiskei Extract, Sodium Hyaluronate, Tocopheryl Acetate, Silica, Dimethicone, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Steareth-21, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Xanthan Gum, Dimethiconol, Polysorbate 60, Algin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sorbitan Isostearate, Trisodium Ethylenediamine Disuccinate, Acacia Senegal Gum, Serine, Caramel, Caprylyl Glycol, Citric Acid, Sodium Hydroxide, Chlorphenesin, Sodium Benzoate, Potassium Sorbate, Citronellol, Geraniol.",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product-Clean_809280153457-Fresh-Rose-Deep-Hydration-Face-Cream-Moisturizer-50ml_385cedb0257672b46e56ee50ac0d410fa868d0ec_1620412434.png
https://www.sephora.sg/products/ole-henriksen-cold-plunge-pore-remedy-moisturizer,OLE HENRIKSEN,Cold Plunge™ Pore Remedy Moisturizer,82.0,4.4,1052.0,SEPHORA EXCLUSIVE,OLE HENRIKSEN-Cold Plunge™ Pore Remedy Moisturizer,"Skin Type: Combination, Dry, Normal, Oily
Skin Concerns: Dryness, Fine Lines & Wrinkles, Oiliness, Pigmentation & Dark Spots, Uneven Skin Texture, Visible Pores
Formulation: Cream
Skincare By Age: 20s, 30s, 40s, 50+, Under 20","A lightweight moisturiser, designed specifically for oily and combination skin, that instantly hydrates and diminishes the look of pores.","This lightly cooling oil-free moisturiser gives skin a refreshing splash of hydration. With BHA (salicylic acid) and LHA, it helps detoxify and minimise the look of pores and control surface oil. Plus, it smoothes uneven skin texture and targets the look of fine lines, wrinkles and dark spots.","AHAs, Anti-oxidants, BHAs/Salicylic Acid, Clean at Sephora, Oil-free, Paraben-free, Sulphate-free, Vitamins","Aqua/Water/Eau, Propanediol, Dicaprylyl Carbonate, Glycerin, Isopentyldiol, Cetearyl Olivate, Polysorbate 60, Sorbitan Olivate, Capryloyl Salicylic Acid, Cetearyl Alcohol, Dimethicone, Pseudoalteromonas Ferment Extract, Stearyl Alcohol, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Salicylic Acid, Sodium Polyacrylate Starch, Menthyl Lactate, Parfum/Fragrance, Epilobium Fleischeri Flower/Leaf/Stem Extract, Dipotassium Glycyrrhizate, Trifolium Pratense (Clover) Flower Extract, Sodium Phytate, Citric Acid, Ethylhexylglycerin, Camellia Sinensis Leaf Extract, Chondrus Crispus (Carrageenan) Extract, Eucalyptus Globulus Leaf Extract, Macrocystis Pyrifera (Kelp) Extract, Potassium Sorbate, Sodium Salicylate, Tocopherol, Yellow 5 (Ci 19140), Blue 1 (Ci 42090), Limonene.",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_840026641593-Ole_Henriksen-Cold_Plunge_Pore_Remedy_Moisturizer-50ml_3ed49c526da276bcc4e66ade3ddd5163d0397066_1619407268.png
https://www.sephora.sg/products/bobbi-brown-vitamin-enriched-face-base-moisturizer-and-primer/v/50ml,BOBBI BROWN,Vitamin Enriched Face Base - Moisturizer and Primer,97.0,4.5,2783.0,0,BOBBI BROWN-Vitamin Enriched Face Base - Moisturizer and Primer,"Function: Hydrate, Smoothen
Skin Type: Combination, Dry, Normal, Oily, Sensitive
Skin Concerns: Dryness, Dullness, Firmness & Elasticity
Finish: Natural
Formulation: Lotion
Skincare By Age: 20s, 30s, 40s, 50+, Under 20",A moisturising primer for smooth makeup application.,"This formula combines the moisturising power of shea butter with vitamins B, C and E. Grapefruit and geranium fragrances leave a light, uplifting scent on the skin. With daily use, skin looks and feels its best. Rich in feel, but never greasy, this advanced formula, with shea butter, instantly hydrates, softens and cushions skin.","Anti-oxidants, Vitamins",Water\Aqua\Eau Cyclopentasiloxane Bis-diglyceryl Polyacyladipate-2 Butylene Glycol Ppg-2 Myristyl Ether Propionate Cetyl Alcohol Peg-40 Stearate Butyrospermum Parkii (Shea Butter) Squalane Glyceryl Stearate Sorbitan Stearate Epilobium Angustifolium Extract Yeast Extract\Faex\Extrait De Levure Beta-carotene Sodium Hyaluronate Citrus Grandis (Grapefruit) Peel Oil Tocopheryl Acetate Methyl Glucose Sesquistearate Pelargonium Graveolens (Geranium) Flower Oil Dimethicone Crosspolymer Acrylates/C10-30 Alkyl Acrylate Crosspolymer Carbomer Peg-20 Methyl Glucose Sesquistearate C12-15 Alkyl Ethylhexanoate Tetrasodium Edta Sodium Hydroxide Panthenol Magnesium Ascorbyl Phosphate Limonene Citronellol Geraniol Linalool Chlorphenesin Phenoxyethanol. Please Be Aware That Ingredient Lists May Change Or Vary From Time To Time. Please Refer To The Ingredient List On The Product Package You Receive For The Most Up To Date List Of Ingredients.,https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_716170027456-BOBBI-BROWN-Vitamin-Enriched-Face-Base-Moisturizer-and-Prime_9609f47f0381334f5d569384fc541f4f952ce530_1664026410.png
https://www.sephora.sg/products/ole-henriksen-hunt-for-hydration-mini-moisturizer-and-eye-creme-duo-christmas-limited-edition,OLE HENRIKSEN,Hunt For Hydration Mini Moisturizer & Eye Crème Duo (Christmas Limited Edition),39.0,5.0,1.0,NEW | SEPHORA EXCLUSIVE,OLE HENRIKSEN-Hunt For Hydration Mini Moisturizer & Eye Crème Duo (Christmas Limited Edition),"Function: Moisturise, Treatment
Skin Type: Combination, Dry, Normal, Oily, Sensitive
Skin Concerns: Dryness, Dullness, Fine Lines & Wrinkles
Formulation: Cream
Skincare By Age: 20s, 30s, 40s, 50+, Under 20","An ultra-nourishing mini duo for stronger, healthier-looking skin, a skin-strengthening moisturiser and a brightening eye crème.","This mini moisturising duo intensely hydrates and reduces the look of fine lines and wrinkles. First, instantly hydrate and strengthen skin with Strength Trainer Peptide Boost Moisturizer. Then, brighten the under-eyes and visibly reduce crow’s feet with Banana Bright+ Eye Crème.","Alcohol-free, Anti-oxidants, Fragrance-free, Oil-free, Peptides, Vitamins","Strength Trainer Peptide Boost Moisturizer: Aqua/Water/Eau, Propanediol, Dicaprylyl Carbonate, Glycerin, Methylpropanediol, Cetearyl Alcohol, Stearyl Alcohol,Mangifera Indica (Mango) Seed Butter, Niacinamide, Acetyl Hexapeptide-1, Acetyl Hexapeptide-8, Acetyl Octapeptide-3, Acetyl Tetrapeptide-2, Acetyl Dipeptide-1 Cetyl Ester, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Carnosine, Ceramide Np, Ceramide Ap, Ceramide Eop, Collagen, Serine, Alanine, Glycine, Glutamic Acid, Lysine Hcl, Threonine, Arginine, Proline, Hyaluronic Acid, Sodium Hyaluronate, Linoleic Acid, Linolenic Acid, Sodium Pca, Sodium Lactate, Panthenol, Tocopherol, Tocopheryl Acetate, Betaine, Pca, Cyanocobalamin, Xylitol, Anhydroxylitol, Xylitylglucoside, Sorbitan Olivate, Carbomer, Hydroxyethylcellulose, Xanthan Gum, Cetearyl Olivate, Sorbitan Laurate, Phytosphingosine, Cholesterol, Polysorbate 60, Butylene Glycol, Hydroxyacetophenone, Glycine Soja(Soybean) Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysorbate 20, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Dimethicone, Sodium Phytate, Sodium Lauroyl Lactylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Leuconostoc/Radish Root Ferment Filtrate, Citric Acid, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Parfum/Fragrance*, Citral, Limonene, Linalool. *Naturally Derived Fragrance Per Iso Standard 16128-1

Banana Bright+ Eye Crème: Aqua/Water/Eau, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, Isododecane, Coconut Alkanes, 3-O-Ethyl Ascorbic Acid, Cetearyl Alcohol, Glycerin, Synthetic Beeswax, Dilinoleic Acid/Propanediol Copolymer, Polymethylsilsesquioxane, Cocoyl Proline, Dimethicone Crosspolymer, Pentaerythrityl Tetraisostearate, Tetrahexyldecyl Ascorbate, Ascorbic Acid, Colloidal Gold, Collagen, Glutathione, Citrus Nobilis (Mandarin Orange) Fruit Extract, Citrus Paradisi (Grapefruit) Peel Extract, Glucosyl Hesperidin, Tocopherol, Tamarindus Indica Seed Polysaccharide, Poncirus Trifoliata Fruit Extract, Morus Alba Root Extract, Linoleic Acid, Linolenic Acid, Jojoba Esters, Caprylyl Glycol, Coco-Caprylate/Caprate, Propanediol, Polyglyceryl-3 Cocoate, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Polyglyceryl-6 Ricinoleate, Hdi/Trimethylol Hexyllactone Crosspolymer, Polyacrylate-13, Butylene Glycol, Polyglyceryl-3 Stearate, Polysorbate 20, Sodium Citrate, Polyisobutene, Beheneth-5, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Behenyl Alcohol, Sodium Hydroxide, Sorbic Acid, Sorbitan Isostearate, Citric Acid, Sorbitol, Silica, Sodium Benzoate, 1,2-Hexanediol, Xanthan Gum, Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491)",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_840026660884-Ole-Henriksen-Hunt-For-Hydration-Mini-Moisturizer-Eye-Creme-Duo-Chr_ecdfe1b065ea93fdaf32d7fa704a83269bc06484_1665557260.png
https://www.sephora.sg/products/first-aid-beauty-ultra-repair-cream/v/226g,FIRST AID BEAUTY,Ultra Repair Cream,69.0,4.5,10406.0,0,FIRST AID BEAUTY-Ultra Repair Cream,"Function: Moisturise
Skin Type: Combination, Dry, Normal, Sensitive
Skin Concerns: Dryness
Formulation: Cream
Skincare By Age: 20s, 30s, 40s, 50+, Under 20","An all-over moisturizer that provides instant relief and long-term hydration for dry, distressed skin and eczema.",They exfoliate and improve skin without compromising long-lasting comfort. Fine lines are reduced and complexion is cleared for an undeniably glowing presence.,"Clean at Sephora, Paraben-free, Sulphate-free","WATER/AQUA/EAU, STEARIC ACID, GLYCERIN, C12-15 ALKYL BENZOATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERYL STEARATE SE, GLYCERYL STEARATE, CETEARYL ALCOHOL, BUTYROSPERMUM PARKII BUTTER, DIMETHICONE, SQUALANE, ALLANTOIN, CAMELLIA SINENSIS LEAF EXTRACT, CAPRYLYL GLYCOL, CERAMIDE 3, CHRYSANTHEMUM PARTHENIUM EXTRACT, COLLOIDAL OATMEAL, DISODIUM EDTA, EUCALYPTUS GLOBULUS LEAF OIL, GLYCYRRHIZA GLABRA ROOT EXTRACT, SODIUM HYDROXIDE, XANTHAN GUM, PHENOXYETHANOL",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_852575005856-First-Aid-Beauty-Ultra-Repair-Cream-226g_678790556aff7c806dcf67caca3eea21aa178009_1618234986.png
https://www.sephora.sg/products/tatcha-dewy-cleanse-and-hydrate-duo-christmas-limited-edition,TATCHA,Dewy Cleanse And Hydrate Duo (Christmas Limited Edition),45.0,,,0,TATCHA-Dewy Cleanse And Hydrate Duo (Christmas Limited Edition),"Skin Type: Combination, Dry, Normal, Oily
Skin Concerns: Dryness
Formulation: Cream, Liquid
Skincare By Age: 20s, 30s, 40s, 50+, Under 20",A curated set of rituals of Japanese skincare that offer pure yet potent nourishment at a special value.,"Feed skin plumping hydration with this skin-softening cleanser and rich moisturiser. Featuring blends of Okinawa algae and Japanese rice, these creamy formulas gently cleanse and seal in moisture for a plump, luminous complexion.","Alcohol-free, Anti-oxidants, Clean at Sephora, Fragrance-free, Vitamins","Aqua/Water/Eau, Microcrystalline Cellulose, Propanediol, Sodium Cocoyl Glutamate, Glycerin, Acrylates Copolymer, Sodium Caproyl Methyltaurate, Coco-Betaine, Parfum/Fragrance, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Oryza Sativa (Rice) Powder, Chondrus Crispus Extract, Sodium Hyaluronate, Betaphycus Gelatinum Extract, Lauryl Glucoside, Potassium Hydroxide, Polyquaternium-39, Disodium Edta, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Sodium Carbonate, Alcohol

Hadasei-3 Aqua/Water/Eau, Saccharomyces/Rice Ferment Filtrate, Glycerin, Propanediol, Dimethicone, Squalane, Diisostearyl Malate, Behenyl Alcohol, Myristyl Myristate, Dipentaerythrityl Hexahydroxystearate, Bis-Diglyceryl Polyacyladipate-2, Tridecyl Trimellitate, Inositol, Sorbitan Tristearate, Beheneth-20, Camellia Sinensis Leaf Extract, Cladosiphon Okamuranus Extract, Chondrus Crispus Extract, Betaphycus Gelatinum Extract, Oryza Sativa (Rice) Bran Extract, Panax Ginseng Root Extract, Origanum Majorana Leaf Extract, Thymus Serpyllum Extract, Malva Sylvestris (Mallow) Flower Extract, Sodium Hyaluronate, Gold, Sericin, Phytosteryl Macadamiate, Tocopherol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sorbitan Isostearate, Polysorbate 60, Butylene Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Benzoate, Gluconolactone, Ethylhexylglycerin, Parfum/Fragrance, Alcohol, Phenoxyethanol, Citral, Limonene, Linalool, Mica, Tin Oxide, Titanium Dioxide (Ci 77891), Violet 2 (Ci 60725)",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_793888732643-TATCHA-Dewy-Cleanse-And-Hydrate-Duo-Christmas-Limited-Edition-Defau_b4887394e6961992151dc3d0555e2802cf1ae291_1663068235.png
https://www.sephora.sg/products/glow-recipe-watermelon-glow-pink-juice-moisturizer/v/60ml,GLOW RECIPE,Watermelon Glow Pink Juice Moisturizer,62.0,4.0,2378.0,SEPHORA EXCLUSIVE,GLOW RECIPE-Watermelon Glow Pink Juice Moisturizer,"Skin Type: Combination, Dry, Normal, Oily
Skin Concerns: Dryness, Dullness, Oiliness, Uneven Skin Tone, Visible Pores
Formulation: Gel
Skincare By Age: 20s, 30s, 40s, 50+, Under 20","A brightening, lightweight moisturiser, formulated with vitamin-rich watermelon extract, hydrating hyaluronic acid, and soothing botanicals to boost radiance and glow.","This oil-free moisturiser calms, brightens, and perfectly preps skin for makeup, while antioxidants fight free radicals to ward off fine lines and dark spots. Use day and night as a moisturiser for oily/combo skin, or as a serum for dry skin. Its bouncy, gel-emulsion texture feels cool on contact and absorbs instantly.","Alcohol-free, Anti-oxidants, Clean + Planet Positive, Clean at Sephora, Hyaluronic Acid, Oil-free, Paraben-free, Sulphate-free, Vitamins","Citrullus Lanatus (Watermelon) Fruit Extract, Citrullus Lanatus (Watermelon) Fruit, Hydrolyzed Wheat Protein, Hydrolyzed Soy Protein, Hydrolyzed Corn Protein, Glutamic Acid (Derived from Fermented Grains), Glycerin, Cetearyl Olivate (Derived from Olive), Sorbitan Olivate (Derived from Olive), Sodium Hyaluronate, Cetyl Alcohol, Cyamopsis Tetragonoloba (Guar) Gum, Xanthan Gum, Apricot Kernel Amino Acid, Alkanna Tinctoria Root Extract, Scutellaria Baicalensis Root Extract, Paeonia Suffruticosa (Peony) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Beta-Glucan, Jasminum Grandiflorum (Jasmine) Flower Wax, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Ipomoea Batatas (Sweet Potato) Root Extract, Fragrance.      ",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_ProductUpdatedClean_867472000361-Glow-Recipe-Watermelon-Pink-Juice-Oil-Free-Moisturizer-_005f5963e8c3cbbacbc8c49db74a982bbdcf854a_1661280207.png
https://www.sephora.sg/products/glow-recipe-plum-plump-hyaluronic-cream/v/50ml,GLOW RECIPE,Plum Plump Hyaluronic Cream,62.0,4.5,1096.0,NEW | SEPHORA EXCLUSIVE,GLOW RECIPE-Plum Plump Hyaluronic Cream,"Skin Type: Combination, Dry, Normal, Oily, Sensitive
Skin Concerns: Dryness, Dullness, Uneven Skin Texture
Formulation: Cream, Gel
Skincare By Age: 20s, 30s, 40s, 50+, Under 20","A hydrating, skin-balancing, whipped gel cream in a refillable jar, packed with polyglutamic acid, hyaluronic acid and plum for visibly plump, glowing skin.","This lightweight whipped gel cream hydrates and visibly balances unpredictable skin and delivers a dewy-looking glow. It features plum, multi-molecular-weight hyaluronic acid and polyglutamic acid for long-lasting, visibly skin-balancing hydration. Plus, ice willowherb helps to balance oil and support the microbiome.","AHAs, Anti-oxidants, Clean + Planet Positive, Clean at Sephora, Gluten-free, Hyaluronic Acid, Natural/Organic, Paraben-free, Peptides, Sulphate-free, Vitamins","Water/Aqua/Eau, Propanediol, Glycerin, C13-15 Alkane, Caprylic/Capric Triglyceride, C9-12 Alkane, Prunus Domestica Seed Oil*, Pentylene Glycol, Squalane, Terminalia Ferdinandiana Seed Oil*, Hyaluronic Acid, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Davidsonia Jerseyana Fruit Extract*, Terminalia Ferdinandiana Fruit Powder*, Podocarpus Elatus Fruit Extract*, Polyglutamic Acid, Pleiogynium Timoriense Fruit Extract*, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Epilobium Fleischeri (Alpine Willowherb) Flower/Leaf/Stem Extract, Niacinamide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xylitylglucoside, Isononyl Isononanoate, Caprylyl Glycol, Anhydroxylitol, Cetearyl Alcohol, Glyceryl Stearate, Arginine, Ethylhexylglycerin, Sodium Chloride, Xylitol, Stearic Acid, Tremella Fuciformis Polysaccharide, Sodium Lauroyl Glutamate, Eclipta Prostrata Extract, Glucose, Potassium Phosphate, Butylene Glycol, Melia Azadirachta Leaf Extract, Hydroxypropylcellulose, Alaria Esculenta Extract, Sodium Phosphate, Potassium Chloride, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, 1,2-Hexanediol, Moringa Oleifera Seed Oil, Coccinia Indica Fruit Extract, Citric Acid, Potassium Sorbate, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Gluconolactone, Simmondsia Chinensis (Jojoba) Seed Oil, Curcuma Longa (Turmeric) Root Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract, Silica, Sodium Hydroxide, Sodium Benzoate, Phenoxyethanol, Fragrance/Parfum**. *Plum Extracts/Oils **Natural Fragrance ",https://image-optimizer-reg.production.sephora-asia.net/images/product_images/closeup_1_Product_810052961156-Glow-Recipe-Plum-Plump-Hyaluronic-Cream-50ml_cf7926be4e3edc9887b187f2475724d766ed9ad1_1659282619.png
